tool,defect,param,n_bad,n_good,good_p50,good_p5,good_p95,bad_p50,pct_diff,abs_cliffs,cliffs,welch_p,rf_imp,within_cv,actionable,sig,composite
2,Dent,TTF Circuit 1 Temp,28,3631,29.0,24.0,32.0,30.5,1.22,0.102,0.102,0.4278180338700945,0.0221,0.086,True,False,0.0
2,Dent,Graining Vacuum TTF Cavity 1,28,3631,88.0,86.0,88.0,87.0,-0.4,0.29,-0.29,0.008280645515629782,0.0085,0.0083,False,True,0.0
2,Dent,Graining Vacuum TTF Cavity 2,28,3631,89.0,88.0,90.0,88.0,-0.59,0.417,-0.417,3.9514639285817576e-05,0.031,0.0094,False,True,0.0
2,Dent,Machine Cycle Time,28,3631,766.0,676.0,9999.0,780.0,-1.91,0.106,0.106,0.9521679873765027,0.0359,1.6696,True,False,0.0
2,Dent,Capacity THT,28,3631,65.0,63.0,65.0,65.0,0.18,0.028,0.028,0.2821238176633793,0.0076,0.0299,True,False,0.0
2,Dent,Capacity BHT,28,3631,60.0,50.0,60.0,52.5,-7.32,0.524,-0.524,1.2924545317114668e-05,0.1054,0.0654,True,True,4.5304
2,Dent,Time Feed to Vacuum 1,28,3631,70.0,47.0,71.0,70.0,-9.42,0.253,-0.253,0.00616178574076573,0.0108,0.0923,True,True,0.5838000000000001
2,Dent,Pyro Clean,28,3631,587.0,34.0,920.0,782.5,35.77,0.364,0.364,0.001968802692707909,0.1461,0.5949,True,True,6.062400000000001
2,Dent,Pos Vinyl N Length,28,3631,0.0,0.0,220.0,0.0,-15.45,0.068,-0.068,0.5550427829568252,0.0207,1.3999,True,False,0.0
2,Dent,Pos Vinyl N Width,28,3631,0.0,0.0,295.0,0.0,-15.13,0.069,-0.069,0.5644802982432257,0.0181,1.3993,True,False,0.0
2,Dent,Pos Vinyl S Length,28,3631,0.0,0.0,286.0,0.0,-56.41,0.206,-0.206,0.010973552174683904,0.011,1.4432,True,False,0.0
2,Dent,Pos Vinyl S Width,28,3631,0.0,0.0,13.0,0.0,-79.58,0.2,-0.2,9.296388284445775e-08,0.0084,1.9443,True,True,0.456
2,Dent,Roller Gap LH,28,3631,19.0,19.0,20.0,19.0,-0.38,0.109,-0.109,2.869893238614176e-07,0.0052,0.0434,True,True,0.27340000000000003
2,Dent,Roller Gap RH,28,3631,18.0,18.0,18.0,18.0,0.34,0.012,0.012,1.1024854186048614e-05,0.0,0.0457,True,True,0.0072
2,Dent,Glue Temp,28,3631,155.0,154.0,158.0,155.5,0.06,0.026,0.026,0.6734647693908782,0.0151,0.0089,False,False,0.0
2,Dent,Stretch Cross Pick Up,28,3631,4830.0,4800.0,4830.0,4830.0,0.06,0.09,0.09,0.267641061364986,0.0026,0.0029,False,False,0.0
2,Dent,Stretch Cross Stretch 1,28,3631,4830.0,4800.0,4830.0,4830.0,0.06,0.09,0.09,0.267641061364986,0.0033,0.0029,False,False,0.0
2,Dent,Stretch Cross Stretch 2,28,3631,4830.0,4800.0,4830.0,4830.0,-0.02,0.053,0.053,0.6322371156414649,0.0089,0.0018,False,False,0.0
2,Dent,Stretch Cross Stretch 3,28,3631,4880.0,4850.0,4880.0,4880.0,0.12,0.188,0.188,1.5579663874601218e-05,0.0162,0.0026,False,True,0.0
2,Dent,Stretch Cross Form,28,3631,4850.0,4850.0,4880.0,4850.0,-0.09,0.127,-0.127,0.008914931503307499,0.0161,0.0026,False,True,0.0
2,Dent,Temp Z1,28,3631,142.0,119.0,166.0,156.0,6.56,0.354,0.354,0.0040859285945192905,0.0497,0.108,True,True,2.2004
2,Dent,Temp Z2,28,3631,138.0,115.0,163.0,152.5,6.2,0.323,0.323,0.012067086007277336,0.056,0.1113,True,False,0.0
2,Dent,Temp Z3,28,3631,136.0,114.0,160.0,150.5,5.89,0.316,0.316,0.016471293843467596,0.0354,0.1102,True,False,0.0
2,Bumps / lumps,Temp. THT at Trigger,17,3631,160.0,142.0,172.0,158.0,-1.53,0.194,-0.194,0.16005483664050196,0.027,0.0575,True,False,0.0
2,Bumps / lumps,Temp. BHT at Trigger,17,3631,194.0,172.0,207.0,195.0,1.44,0.116,0.116,0.12489570659900621,0.052,0.0576,True,False,0.0
2,Bumps / lumps,heating time (tens of seconds),17,3631,470.0,440.0,510.0,441.0,-3.21,0.419,-0.419,0.0012168674993453133,0.1012,0.0572,True,True,4.2994
2,Bumps / lumps,Vacuum Time Tool Cavity A,17,3631,71.0,64.0,73.0,71.0,2.16,0.182,0.182,1.5838883282476048e-09,0.037,0.067,True,True,1.5892
2,Bumps / lumps,Vacuum Time Tool Cavity B,17,3631,71.0,64.0,73.0,71.0,2.17,0.16,0.16,1.926850657044854e-09,0.0487,0.0692,True,True,2.044
2,Bumps / lumps,BT Circuit 1 Temp,17,3631,25.0,23.0,26.0,25.0,0.53,0.056,0.056,0.40749548073222824,0.0095,0.0352,True,False,0.0
2,Bumps / lumps,BT Circuit 2 Temp,17,3631,23.0,22.0,23.0,23.0,0.44,0.081,0.081,0.36554140859613937,0.0072,0.0231,True,False,0.0
2,Bumps / lumps,TTF Circuit 1 Temp,17,3631,29.0,24.0,32.0,31.0,3.43,0.259,0.259,0.05381931107967832,0.0542,0.086,True,False,0.0
2,Bumps / lumps,Graining Vacuum TTF Cavity 1,17,3631,88.0,86.0,88.0,88.0,-0.01,0.038,-0.038,0.9333524740160548,0.0088,0.0083,False,False,0.0
2,Bumps / lumps,Graining Vacuum TTF Cavity 2,17,3631,89.0,88.0,90.0,89.0,0.02,0.013,-0.013,0.7214602610963337,0.0238,0.0094,False,False,0.0
2,Bumps / lumps,Machine Cycle Time,17,3631,766.0,676.0,9999.0,720.0,-12.32,0.308,-0.308,0.746698243906391,0.0855,1.6696,True,False,0.0
2,Bumps / lumps,Capacity THT,17,3631,65.0,63.0,65.0,65.0,0.4,0.099,0.099,4.3918321251460535e-15,0.0011,0.0299,True,True,0.1034
2,Bumps / lumps,Capacity BHT,17,3631,60.0,50.0,60.0,60.0,1.33,0.071,0.071,0.1903782810608236,0.0044,0.0654,True,False,0.0
2,Bumps / lumps,Time Feed to Vacuum 1,17,3631,70.0,47.0,71.0,70.0,2.31,0.095,-0.095,1.519514879204584e-07,0.0332,0.0923,True,True,1.385
2,Bumps / lumps,Pyro Clean,17,3631,587.0,34.0,920.0,640.0,-1.89,0.088,-0.088,0.8711912194416168,0.1024,0.5949,True,False,0.0
2,Bumps / lumps,Pos Vinyl N Length,17,3631,0.0,0.0,220.0,0.0,20.62,0.01,0.01,0.576109385629796,0.0334,1.3999,True,False,0.0
2,Bumps / lumps,Pos Vinyl N Width,17,3631,0.0,0.0,295.0,0.0,23.78,0.092,0.092,0.5302565861138558,0.0145,1.3993,True,False,0.0
2,Bumps / lumps,Pos Vinyl S Length,17,3631,0.0,0.0,286.0,280.0,100.08,0.338,0.338,0.015593123821441278,0.0668,1.4432,True,False,0.0
2,Bumps / lumps,Pos Vinyl S Width,17,3631,0.0,0.0,13.0,6.0,111.65,0.344,0.344,0.05957671660967966,0.072,1.9443,True,False,0.0
2,Bumps / lumps,Roller Gap LH,17,3631,19.0,19.0,20.0,19.0,-0.07,0.051,-0.051,0.8314651515744366,0.0041,0.0434,True,False,0.0
2,Bumps / lumps,Roller Gap RH,17,3631,18.0,18.0,18.0,18.0,0.34,0.012,0.012,1.1024854186048614e-05,0.0,0.0457,True,True,0.0072
2,Bumps / lumps,Glue Temp,17,3631,155.0,154.0,158.0,155.0,-0.1,0.083,-0.083,0.6472810697250235,0.0084,0.0089,False,False,0.0
2,Bumps / lumps,Stretch Cross Pick Up,17,3631,4830.0,4800.0,4830.0,4830.0,-0.07,0.108,-0.108,0.39506175032355334,0.0017,0.0029,False,False,0.0
2,Bumps / lumps,Stretch Cross Stretch 1,17,3631,4830.0,4800.0,4830.0,4830.0,-0.07,0.108,-0.108,0.39506175032355334,0.0009,0.0029,False,False,0.0
2,Bumps / lumps,Stretch Cross Stretch 2,17,3631,4830.0,4800.0,4830.0,4830.0,0.01,0.075,-0.075,0.6767380653532927,0.0045,0.0018,False,False,0.0
2,Bumps / lumps,Stretch Cross Stretch 3,17,3631,4880.0,4850.0,4880.0,4880.0,-0.12,0.188,-0.188,0.14680131690801146,0.0033,0.0026,False,False,0.0
2,Bumps / lumps,Stretch Cross Form,17,3631,4850.0,4850.0,4880.0,4850.0,0.09,0.141,0.141,0.24778037537982148,0.0047,0.0026,False,False,0.0
2,Bumps / lumps,Temp Z1,17,3631,142.0,119.0,166.0,150.0,3.41,0.198,0.198,0.12303946554248912,0.0535,0.108,True,False,0.0
2,Bumps / lumps,Temp Z2,17,3631,138.0,115.0,163.0,146.0,3.23,0.17,0.17,0.1555430147790328,0.0772,0.1113,True,False,0.0
2,Bumps / lumps,Temp Z3,17,3631,136.0,114.0,160.0,144.0,3.02,0.168,0.168,0.14217274211431954,0.059,0.1102,True,False,0.0
2,Burnt Carpet / Vynil,Temp. THT at Trigger,26,3631,160.0,142.0,172.0,157.0,-1.97,0.14,-0.14,0.2086789704798245,0.0738,0.0575,True,False,0.0
2,Burnt Carpet / Vynil,Temp. BHT at Trigger,26,3631,194.0,172.0,207.0,193.0,-1.72,0.025,-0.025,0.3377058125852046,0.0857,0.0576,True,False,0.0
2,Burnt Carpet / Vynil,heating time (tens of seconds),26,3631,470.0,440.0,510.0,470.0,-1.06,0.104,-0.104,0.20049578090220632,0.0406,0.0572,True,False,0.0
2,Burnt Carpet / Vynil,Vacuum Time Tool Cavity A,26,3631,71.0,64.0,73.0,71.0,-0.88,0.145,-0.145,0.35688424621628634,0.0395,0.067,True,False,0.0
2,Burnt Carpet / Vynil,Vacuum Time Tool Cavity B,26,3631,71.0,64.0,73.0,70.0,-0.88,0.169,-0.169,0.3446905898226245,0.0386,0.0692,True,False,0.0
2,Burnt Carpet / Vynil,BT Circuit 1 Temp,26,3631,25.0,23.0,26.0,25.0,-0.47,0.072,-0.072,0.5422013566220489,0.0147,0.0352,True,False,0.0
2,Burnt Carpet / Vynil,BT Circuit 2 Temp,26,3631,23.0,22.0,23.0,23.0,-0.05,0.028,-0.028,0.9025885230135323,0.0045,0.0231,True,False,0.0
2,Burnt Carpet / Vynil,TTF Circuit 1 Temp,26,3631,29.0,24.0,32.0,29.0,-3.86,0.197,-0.197,0.09566249977907085,0.0313,0.086,True,False,0.0
2,Burnt Carpet / Vynil,Graining Vacuum TTF Cavity 1,26,3631,88.0,86.0,88.0,88.0,-0.2,0.079,-0.079,0.33127890975852303,0.0088,0.0083,False,False,0.0
2,Burnt Carpet / Vynil,Graining Vacuum TTF Cavity 2,26,3631,89.0,88.0,90.0,89.0,-0.08,0.015,0.015,0.7341837950626671,0.0123,0.0094,False,False,0.0
2,Burnt Carpet / Vynil,Machine Cycle Time,26,3631,766.0,676.0,9999.0,768.5,25.21,0.016,0.016,0.5399701019286177,0.0562,1.6696,True,False,0.0
2,Burnt Carpet / Vynil,Capacity THT,26,3631,65.0,63.0,65.0,65.0,-0.32,0.131,-0.131,0.2437398181747517,0.0128,0.0299,True,False,0.0
2,Burnt Carpet / Vynil,Capacity BHT,26,3631,60.0,50.0,60.0,60.0,-0.52,0.03,-0.03,0.6881482289545631,0.0202,0.0654,True,False,0.0
2,Burnt Carpet / Vynil,Time Feed to Vacuum 1,26,3631,70.0,47.0,71.0,70.0,0.48,0.007,0.007,0.7606173197374992,0.0214,0.0923,True,False,0.0
2,Burnt Carpet / Vynil,Pyro Clean,26,3631,587.0,34.0,920.0,167.0,-37.79,0.363,-0.363,0.00482920930617638,0.1361,0.5949,True,True,5.6617999999999995
2,Burnt Carpet / Vynil,Pos Vinyl N Length,26,3631,0.0,0.0,220.0,98.5,48.41,0.137,0.137,0.11675704180349872,0.0311,1.3999,True,False,0.0
2,Burnt Carpet / Vynil,Pos Vinyl N Width,26,3631,0.0,0.0,295.0,139.5,48.16,0.099,0.099,0.117689637473473,0.027,1.3993,True,False,0.0
2,Burnt Carpet / Vynil,Pos Vinyl S Length,26,3631,0.0,0.0,286.0,0.0,-41.01,0.15,-0.15,0.1036700922257181,0.0208,1.4432,True,False,0.0
2,Burnt Carpet / Vynil,Pos Vinyl S Width,26,3631,0.0,0.0,13.0,0.0,-59.91,0.145,-0.145,0.0038762543725295,0.0134,1.9443,True,True,0.623
2,Burnt Carpet / Vynil,Roller Gap LH,26,3631,19.0,19.0,20.0,19.0,0.63,0.081,0.081,0.14427769868094567,0.0043,0.0434,True,False,0.0
2,Burnt Carpet / Vynil,Roller Gap RH,26,3631,18.0,18.0,18.0,18.0,0.34,0.012,0.012,1.1024854186048614e-05,0.0,0.0457,True,True,0.0072
2,Burnt Carpet / Vynil,Glue Temp,26,3631,155.0,154.0,158.0,155.0,-0.18,0.134,-0.134,0.20096080886182238,0.0243,0.0089,False,False,0.0
2,Burnt Carpet / Vynil,Stretch Cross Pick Up,26,3631,4830.0,4800.0,4830.0,4830.0,-0.03,0.042,-0.042,0.6628806187532765,0.0044,0.0029,False,False,0.0
2,Burnt Carpet / Vynil,Stretch Cross Stretch 1,26,3631,4830.0,4800.0,4830.0,4830.0,-0.03,0.042,-0.042,0.6628806187532765,0.0041,0.0029,False,False,0.0
2,Burnt Carpet / Vynil,Stretch Cross Stretch 2,26,3631,4830.0,4800.0,4830.0,4830.0,-0.07,0.085,-0.085,0.17936043483663516,0.0161,0.0018,False,False,0.0
2,Burnt Carpet / Vynil,Stretch Cross Stretch 3,26,3631,4880.0,4850.0,4880.0,4880.0,0.07,0.109,0.109,0.10346766901000246,0.0207,0.0026,False,False,0.0
2,Burnt Carpet / Vynil,Stretch Cross Form,26,3631,4850.0,4850.0,4880.0,4850.0,-0.02,0.0,-0.0,0.6372264576933682,0.0294,0.0026,False,False,0.0
2,Burnt Carpet / Vynil,Temp Z1,26,3631,142.0,119.0,166.0,140.0,-1.56,0.049,-0.049,0.4433301602065903,0.065,0.108,True,False,0.0
2,Burnt Carpet / Vynil,Temp Z2,26,3631,138.0,115.0,163.0,138.5,-1.9,0.063,-0.063,0.37541643877320496,0.0647,0.1113,True,False,0.0
2,Burnt Carpet / Vynil,Temp Z3,26,3631,136.0,114.0,160.0,136.5,-1.54,0.045,-0.045,0.45633533933711334,0.078,0.1102,True,False,0.0
2,Low Glue/Read Thru/Impression,Temp. THT at Trigger,40,3631,160.0,142.0,172.0,147.5,-6.35,0.437,-0.437,2.8326783368551423e-05,0.1152,0.0575,True,True,4.8702
2,Low Glue/Read Thru/Impression,Temp. BHT at Trigger,40,3631,194.0,172.0,207.0,168.0,-10.81,0.546,-0.546,2.8138843795640407e-07,0.1527,0.0576,True,True,6.435600000000001
2,Low Glue/Read Thru/Impression,heating time (tens of seconds),40,3631,470.0,440.0,510.0,470.0,1.71,0.303,0.303,0.00018717498300241807,0.0595,0.0572,True,True,2.5618
2,Low Glue/Read Thru/Impression,Vacuum Time Tool Cavity A,40,3631,71.0,64.0,73.0,69.0,-6.36,0.267,-0.267,0.03036574881841711,0.0339,0.067,True,False,0.0
2,Low Glue/Read Thru/Impression,Vacuum Time Tool Cavity B,40,3631,71.0,64.0,73.0,68.5,-6.54,0.269,-0.269,0.03197632355402474,0.0306,0.0692,True,False,0.0
2,Low Glue/Read Thru/Impression,BT Circuit 1 Temp,40,3631,25.0,23.0,26.0,24.0,-3.51,0.483,-0.483,1.0601059117659072e-05,0.0436,0.0352,True,True,2.0338000000000003
2,Low Glue/Read Thru/Impression,BT Circuit 2 Temp,40,3631,23.0,22.0,23.0,22.0,-2.72,0.55,-0.55,2.162304874714084e-09,0.0832,0.0231,True,True,3.6580000000000004
2,Low Glue/Read Thru/Impression,TTF Circuit 1 Temp,40,3631,29.0,24.0,32.0,25.0,-12.6,0.574,-0.574,2.437035186895672e-07,0.0818,0.086,True,True,3.6164
2,Low Glue/Read Thru/Impression,Graining Vacuum TTF Cavity 1,40,3631,88.0,86.0,88.0,87.5,-0.2,0.084,-0.084,0.463730503859748,0.0048,0.0083,False,False,0.0
2,Low Glue/Read Thru/Impression,Graining Vacuum TTF Cavity 2,40,3631,89.0,88.0,90.0,89.0,-0.27,0.056,-0.056,0.3333759475403521,0.0054,0.0094,False,False,0.0
2,Low Glue/Read Thru/Impression,Machine Cycle Time,40,3631,766.0,676.0,9999.0,772.5,79.76,0.218,0.218,0.0565805149316877,0.0442,1.6696,True,False,0.0
2,Low Glue/Read Thru/Impression,Capacity THT,40,3631,65.0,63.0,65.0,65.0,-0.76,0.194,-0.194,0.018612698023817834,0.0068,0.0299,True,False,0.0
2,Low Glue/Read Thru/Impression,Capacity BHT,40,3631,60.0,50.0,60.0,52.0,-6.33,0.358,-0.358,0.0001534282128489447,0.0353,0.0654,True,True,1.6267999999999998
2,Low Glue/Read Thru/Impression,Time Feed to Vacuum 1,40,3631,70.0,47.0,71.0,70.0,-3.15,0.011,-0.011,0.14412443832309216,0.0079,0.0923,True,False,0.0
2,Low Glue/Read Thru/Impression,Pyro Clean,40,3631,587.0,34.0,920.0,115.0,-24.75,0.192,-0.192,0.04029415368954611,0.0544,0.5949,True,False,0.0
2,Low Glue/Read Thru/Impression,Pos Vinyl N Length,40,3631,0.0,0.0,220.0,0.0,26.78,0.071,0.071,0.2661379601470534,0.0106,1.3999,True,False,0.0
2,Low Glue/Read Thru/Impression,Pos Vinyl N Width,40,3631,0.0,0.0,295.0,0.0,27.22,0.092,0.092,0.2599418083434913,0.0122,1.3993,True,False,0.0
2,Low Glue/Read Thru/Impression,Pos Vinyl S Length,40,3631,0.0,0.0,286.0,0.0,46.17,0.124,0.124,0.06923418881867321,0.0229,1.4432,True,False,0.0
2,Low Glue/Read Thru/Impression,Pos Vinyl S Width,40,3631,0.0,0.0,13.0,0.0,22.74,0.135,0.135,0.4370847337803082,0.022,1.9443,True,False,0.0
2,Low Glue/Read Thru/Impression,Roller Gap LH,40,3631,19.0,19.0,20.0,19.0,-0.38,0.109,-0.109,2.869893238614176e-07,0.0043,0.0434,True,True,0.2374
2,Low Glue/Read Thru/Impression,Roller Gap RH,40,3631,18.0,18.0,18.0,18.0,0.34,0.012,0.012,1.1024854186048614e-05,0.0,0.0457,True,True,0.0072
2,Low Glue/Read Thru/Impression,Glue Temp,40,3631,155.0,154.0,158.0,156.0,0.14,0.076,0.076,0.2779633672044416,0.011,0.0089,False,False,0.0
2,Low Glue/Read Thru/Impression,Stretch Cross Pick Up,40,3631,4830.0,4800.0,4830.0,4830.0,-0.06,0.096,-0.096,0.23063359489162288,0.0026,0.0029,False,False,0.0
2,Low Glue/Read Thru/Impression,Stretch Cross Stretch 1,40,3631,4830.0,4800.0,4830.0,4830.0,-0.06,0.096,-0.096,0.23063359489162288,0.0051,0.0029,False,False,0.0
2,Low Glue/Read Thru/Impression,Stretch Cross Stretch 2,40,3631,4830.0,4800.0,4830.0,4830.0,0.01,0.064,-0.064,0.4242356308455551,0.0056,0.0018,False,False,0.0
2,Low Glue/Read Thru/Impression,Stretch Cross Stretch 3,40,3631,4880.0,4850.0,4880.0,4880.0,-0.11,0.176,-0.176,0.031047623145334106,0.0036,0.0026,False,False,0.0
2,Low Glue/Read Thru/Impression,Stretch Cross Form,40,3631,4850.0,4850.0,4880.0,4850.0,0.08,0.128,0.128,0.09191635775463117,0.0055,0.0026,False,False,0.0
2,Low Glue/Read Thru/Impression,Temp Z1,40,3631,142.0,119.0,166.0,128.0,-8.13,0.35,-0.35,0.0011025533763442045,0.0371,0.108,True,True,1.694
2,Low Glue/Read Thru/Impression,Temp Z2,40,3631,138.0,115.0,163.0,122.0,-8.23,0.352,-0.352,0.0013300016958519682,0.0542,0.1113,True,True,2.3792
2,Low Glue/Read Thru/Impression,Temp Z3,40,3631,136.0,114.0,160.0,122.0,-8.46,0.354,-0.354,0.0006644064085347195,0.0439,0.1102,True,True,1.9684000000000001
2,Bad edge wrap,Temp. THT at Trigger,12,3631,160.0,142.0,172.0,155.0,-2.59,0.343,-0.343,0.040491594646554004,0.0297,0.0575,True,False,0.0
2,Bad edge wrap,Temp. BHT at Trigger,12,3631,194.0,172.0,207.0,194.5,1.11,0.106,0.106,0.4741444011426282,0.0077,0.0576,True,False,0.0
2,Bad edge wrap,heating time (tens of seconds),12,3631,470.0,440.0,510.0,470.0,-0.13,0.042,0.042,0.8823027757499224,0.0168,0.0572,True,False,0.0
2,Bad edge wrap,Vacuum Time Tool Cavity A,12,3631,71.0,64.0,73.0,71.0,0.82,0.002,0.002,0.3950101667056696,0.0177,0.067,True,False,0.0
2,Bad edge wrap,Vacuum Time Tool Cavity B,12,3631,71.0,64.0,73.0,71.0,0.97,0.028,0.028,0.30820526405659326,0.0218,0.0692,True,False,0.0
2,Bad edge wrap,BT Circuit 1 Temp,12,3631,25.0,23.0,26.0,25.0,1.25,0.177,0.177,0.1768497760689716,0.0154,0.0352,True,False,0.0
2,Bad edge wrap,BT Circuit 2 Temp,12,3631,23.0,22.0,23.0,23.0,1.11,0.229,0.229,0.011903522061074603,0.024,0.0231,True,False,0.0
2,Bad edge wrap,TTF Circuit 1 Temp,12,3631,29.0,24.0,32.0,29.0,-1.74,0.195,-0.195,0.3628105957765312,0.0141,0.086,True,False,0.0
2,Bad edge wrap,Graining Vacuum TTF Cavity 1,12,3631,88.0,86.0,88.0,88.0,0.17,0.11,0.11,0.2726183255843288,0.0041,0.0083,False,False,0.0
2,Bad edge wrap,Graining Vacuum TTF Cavity 2,12,3631,89.0,88.0,90.0,89.0,-0.0,0.032,-0.032,0.986204381478567,0.0047,0.0094,False,False,0.0
2,Bad edge wrap,Machine Cycle Time,12,3631,766.0,676.0,9999.0,717.0,-49.61,0.394,-0.394,1.3751876004848232e-50,0.0478,1.6696,True,True,2.1484
2,Bad edge wrap,Capacity THT,12,3631,65.0,63.0,65.0,65.0,0.4,0.099,0.099,4.3918321251460535e-15,0.0005,0.0299,True,True,0.0794
2,Bad edge wrap,Capacity BHT,12,3631,60.0,50.0,60.0,60.0,2.02,0.142,0.142,0.062082099232233366,0.0004,0.0654,True,False,0.0
2,Bad edge wrap,Time Feed to Vacuum 1,12,3631,70.0,47.0,71.0,70.0,1.34,0.041,0.041,0.42896212588461047,0.0149,0.0923,True,False,0.0
2,Bad edge wrap,Pyro Clean,12,3631,587.0,34.0,920.0,116.5,-54.11,0.472,-0.472,0.0030145079133678744,0.05,0.5949,True,True,2.2832
2,Bad edge wrap,Pos Vinyl N Length,12,3631,0.0,0.0,220.0,217.5,202.32,0.71,0.71,1.3253851118067234e-45,0.1457,1.3999,True,True,6.2540000000000004
2,Bad edge wrap,Pos Vinyl N Width,12,3631,0.0,0.0,295.0,292.0,199.88,0.699,0.699,1.3837363344129686e-96,0.0598,1.3993,True,True,2.8114
2,Bad edge wrap,Pos Vinyl S Length,12,3631,0.0,0.0,286.0,0.0,2.27,0.029,-0.029,0.9595330872895382,0.0238,1.4432,True,False,0.0
2,Bad edge wrap,Pos Vinyl S Width,12,3631,0.0,0.0,13.0,0.0,-46.76,0.041,-0.041,0.07811343278783577,0.0088,1.9443,True,False,0.0
2,Bad edge wrap,Roller Gap LH,12,3631,19.0,19.0,20.0,19.0,0.5,0.056,0.056,0.4198316410262394,0.0,0.0434,True,False,0.0
2,Bad edge wrap,Roller Gap RH,12,3631,18.0,18.0,18.0,18.0,0.34,0.012,0.012,1.1024854186048614e-05,0.0,0.0457,True,True,0.0072
2,Bad edge wrap,Glue Temp,12,3631,155.0,154.0,158.0,155.0,-0.06,0.057,-0.057,0.7766354805854662,0.0107,0.0089,False,False,0.0
2,Bad edge wrap,Stretch Cross Pick Up,12,3631,4830.0,4800.0,4830.0,4800.0,-0.43,0.696,-0.696,0.0,0.1032,0.0029,False,True,0.0
2,Bad edge wrap,Stretch Cross Stretch 1,12,3631,4830.0,4800.0,4830.0,4800.0,-0.43,0.696,-0.696,0.0,0.0948,0.0029,False,True,0.0
2,Bad edge wrap,Stretch Cross Stretch 2,12,3631,4830.0,4800.0,4830.0,4820.0,-0.21,0.692,-0.692,0.002207225579348646,0.1065,0.0018,False,True,0.0
2,Bad edge wrap,Stretch Cross Stretch 3,12,3631,4880.0,4850.0,4880.0,4850.0,-0.32,0.526,-0.526,0.0019804765144984123,0.0162,0.0026,False,True,0.0
2,Bad edge wrap,Stretch Cross Form,12,3631,4850.0,4850.0,4880.0,4880.0,0.38,0.7,0.7,1.2711776806766912e-06,0.0818,0.0026,False,True,0.0
2,Bad edge wrap,Temp Z1,12,3631,142.0,119.0,166.0,141.5,2.02,0.108,0.108,0.49398239284969964,0.0259,0.108,True,False,0.0
2,Bad edge wrap,Temp Z2,12,3631,138.0,115.0,163.0,139.0,2.63,0.118,0.118,0.39704822284019853,0.0251,0.1113,True,False,0.0
2,Bad edge wrap,Temp Z3,12,3631,136.0,114.0,160.0,137.0,2.97,0.141,0.141,0.328062098866009,0.0281,0.1102,True,False,0.0
8,Dent,Temp. THT at Trigger,15,1278,170.0,141.0,170.0,170.0,0.53,0.043,-0.043,0.506298792291374,0.0072,0.0562,True,False,0.0
8,Dent,Temp. BHT at Trigger,15,1278,193.0,177.0,213.0,194.0,-0.85,0.078,-0.078,0.5033586660544407,0.0613,0.058,True,False,0.0
8,Dent,heating time (tens of seconds),15,1278,470.0,439.0,541.0,466.0,8.97,0.083,0.083,0.17653313307864785,0.1365,0.0817,True,False,0.0
8,Dent,Vacuum Time Tool Cavity A,15,1278,73.0,71.0,75.0,73.0,-9.34,0.019,-0.019,0.21628389698339587,0.0241,0.0768,True,False,0.0
8,Dent,Vacuum Time Tool Cavity B,15,1278,72.0,71.0,75.0,72.0,-10.04,0.07,-0.07,0.2101365425370809,0.0318,0.0804,True,False,0.0
8,Dent,BT Circuit 1 Temp,15,1278,24.0,23.0,25.0,24.0,-1.69,0.324,-0.324,0.003950887663621212,0.0523,0.0282,True,True,2.2864
8,Dent,BT Circuit 2 Temp,15,1278,0.0,0.0,826.0,0.0,-41.42,0.109,-0.109,0.3195796504299578,0.0295,1.623,True,False,0.0
8,Dent,TTF Circuit 1 Temp,15,1278,34.0,28.0,37.0,34.0,-1.52,0.101,-0.101,0.5014869751573022,0.0542,0.0902,True,False,0.0
8,Dent,Graining Vacuum TTF Cavity 1,15,1278,86.0,85.0,87.0,87.0,0.11,0.091,0.091,0.6301894794645166,0.013,0.008,False,False,0.0
8,Dent,Graining Vacuum TTF Cavity 2,15,1278,87.0,86.0,88.0,88.0,0.14,0.088,0.088,0.4687206759623885,0.007,0.0088,False,False,0.0
8,Dent,Machine Cycle Time,15,1278,748.0,677.0,9999.0,816.0,30.67,0.311,0.311,0.5787593029825848,0.0923,1.6671,True,False,0.0
8,Dent,Capacity THT,15,1278,70.0,65.0,73.0,70.0,-0.32,0.112,-0.112,0.7595740264920928,0.0124,0.0684,True,False,0.0
8,Dent,Capacity BHT,15,1278,60.0,55.0,70.0,60.0,-3.41,0.254,-0.254,0.08002944664109672,0.0241,0.0912,True,False,0.0
8,Dent,Time Feed to Vacuum 1,15,1278,70.0,47.0,71.0,70.0,-1.85,0.088,-0.088,0.6710031104501304,0.0179,0.1425,True,False,0.0
8,Dent,Pyro Clean,15,1278,702.0,520.0,920.15,592.0,-9.14,0.299,-0.299,0.096899833356056,0.1268,0.1784,True,False,0.0
8,Dent,Pos Vinyl N Length,15,1278,0.0,0.0,221.0,0.0,-11.56,0.024,-0.024,0.773497079594541,0.0213,1.4904,True,False,0.0
8,Dent,Pos Vinyl N Width,15,1278,0.0,0.0,295.0,0.0,-12.72,0.038,-0.038,0.7485808007902512,0.011,1.4897,True,False,0.0
8,Dent,Pos Vinyl S Length,15,1278,279.0,0.0,286.0,0.0,-30.61,0.219,-0.219,0.20115870451194093,0.0347,0.8457,True,False,0.0
