tool,defect,param,n_bad,n_good,good_p50,good_p5,good_p95,bad_p50,pct_diff,abs_cliffs,cliffs,welch_p,rf_imp,within_cv,actionable,sig,composite
8,Dent,Pos Vinyl S Width,15,1278,3.0,0.0,20.0,0.0,-22.53,0.172,-0.172,0.5353029239196121,0.041,1.2121,True,False,0.0
8,Dent,Glue Temp,15,1278,156.0,154.0,158.0,155.0,-0.06,0.017,-0.017,0.6856322856835192,0.0382,0.0089,False,False,0.0
8,Dent,Temp Z1,15,1278,155.0,128.0,180.0,150.0,-2.14,0.098,-0.098,0.5091075505516242,0.05,0.1054,True,False,0.0
8,Dent,Temp Z2,15,1278,150.0,123.85,173.0,146.0,-1.66,0.083,-0.083,0.643942267791872,0.0668,0.1047,True,False,0.0
8,Dent,Temp Z3,15,1278,144.0,119.0,164.0,140.0,-0.62,0.052,-0.052,0.8592074279566391,0.0467,0.0996,True,False,0.0
8,Bumps / lumps,Temp. THT at Trigger,35,1278,170.0,141.0,170.0,140.0,-11.35,0.668,-0.668,2.8101240392844952e-08,0.1341,0.0562,True,True,5.764800000000001
8,Bumps / lumps,Temp. BHT at Trigger,35,1278,193.0,177.0,213.0,174.0,-8.08,0.512,-0.512,3.931922832594496e-06,0.078,0.058,True,True,3.4272
8,Bumps / lumps,heating time (tens of seconds),35,1278,470.0,439.0,541.0,470.0,-2.32,0.116,-0.116,0.00044024153512678486,0.0664,0.0817,True,True,2.7256
8,Bumps / lumps,Vacuum Time Tool Cavity A,35,1278,73.0,71.0,75.0,72.0,0.14,0.211,-0.211,0.6202085462272232,0.0167,0.0768,True,False,0.0
8,Bumps / lumps,Vacuum Time Tool Cavity B,35,1278,72.0,71.0,75.0,72.0,0.03,0.253,-0.253,0.906161719679087,0.0097,0.0804,True,False,0.0
8,Bumps / lumps,BT Circuit 1 Temp,35,1278,24.0,23.0,25.0,24.0,1.07,0.032,0.032,0.28305638133316974,0.0104,0.0282,True,False,0.0
8,Bumps / lumps,BT Circuit 2 Temp,35,1278,0.0,0.0,826.0,630.0,112.13,0.305,0.305,8.831868802341385e-05,0.0579,1.623,True,True,2.499
8,Bumps / lumps,TTF Circuit 1 Temp,35,1278,34.0,28.0,37.0,29.0,-10.62,0.426,-0.426,7.634396578719423e-05,0.0777,0.0902,True,True,3.3636000000000004
8,Bumps / lumps,Graining Vacuum TTF Cavity 1,35,1278,86.0,85.0,87.0,86.0,-0.82,0.444,-0.444,2.2223144496723266e-05,0.0493,0.008,False,True,0.0
8,Bumps / lumps,Graining Vacuum TTF Cavity 2,35,1278,87.0,86.0,88.0,87.0,-0.85,0.438,-0.438,3.2158993332756394e-05,0.0331,0.0088,False,True,0.0
8,Bumps / lumps,Machine Cycle Time,35,1278,748.0,677.0,9999.0,787.0,67.39,0.144,0.144,0.10990172298829452,0.033,1.6671,True,False,0.0
8,Bumps / lumps,Capacity THT,35,1278,70.0,65.0,73.0,65.0,-6.93,0.484,-0.484,0.020667510988378157,0.0342,0.0684,True,False,0.0
8,Bumps / lumps,Capacity BHT,35,1278,60.0,55.0,70.0,60.0,-10.28,0.522,-0.522,0.0009089460287073748,0.0455,0.0912,True,True,2.1332
8,Bumps / lumps,Time Feed to Vacuum 1,35,1278,70.0,47.0,71.0,70.0,-2.57,0.005,0.005,0.3556589266788038,0.0203,0.1425,True,False,0.0
8,Bumps / lumps,Pyro Clean,35,1278,702.0,520.0,920.15,827.0,10.11,0.293,0.293,0.00044998765577309864,0.1035,0.1784,True,True,4.315799999999999
8,Bumps / lumps,Pos Vinyl N Length,35,1278,0.0,0.0,221.0,209.0,122.93,0.326,0.326,3.9837407453492514e-05,0.0157,1.4904,True,True,0.8236
8,Bumps / lumps,Pos Vinyl N Width,35,1278,0.0,0.0,295.0,292.0,125.31,0.402,0.402,3.4790587484251016e-05,0.0368,1.4897,True,True,1.7132
8,Bumps / lumps,Pos Vinyl S Length,35,1278,279.0,0.0,286.0,282.0,54.15,0.306,0.306,2.458553428518732e-06,0.0301,0.8457,True,True,1.3876
8,Bumps / lumps,Pos Vinyl S Width,35,1278,3.0,0.0,20.0,7.0,22.3,0.151,0.151,0.27072322207311134,0.0247,1.2121,True,False,0.0
8,Bumps / lumps,Glue Temp,35,1278,156.0,154.0,158.0,155.0,-0.09,0.059,-0.059,0.5234454213847309,0.0159,0.0089,False,False,0.0
8,Bumps / lumps,Temp Z1,35,1278,155.0,128.0,180.0,138.0,-9.38,0.395,-0.395,0.0004408591311191142,0.0312,0.1054,True,True,1.4849999999999999
8,Bumps / lumps,Temp Z2,35,1278,150.0,123.85,173.0,137.0,-9.89,0.397,-0.397,0.000282893789389266,0.047,0.1047,True,True,2.1182000000000003
8,Bumps / lumps,Temp Z3,35,1278,144.0,119.0,164.0,134.0,-6.8,0.296,-0.296,0.005847832933407675,0.0289,0.0996,True,True,1.3336
8,Burnt Carpet / Vynil,Temp. THT at Trigger,7,1278,170.0,141.0,170.0,170.0,1.68,0.13,0.13,0.1009634833523586,0.0032,0.0562,True,False,0.0
8,Burnt Carpet / Vynil,Temp. BHT at Trigger,7,1278,193.0,177.0,213.0,194.0,0.59,0.039,0.039,0.803363452432791,0.042,0.058,True,False,0.0
8,Burnt Carpet / Vynil,heating time (tens of seconds),7,1278,470.0,439.0,541.0,463.0,-2.61,0.16,-0.16,0.12367947927658314,0.0926,0.0817,True,False,0.0
8,Burnt Carpet / Vynil,Vacuum Time Tool Cavity A,7,1278,73.0,71.0,75.0,73.0,1.28,0.213,0.213,0.10278144426728505,0.035,0.0768,True,False,0.0
8,Burnt Carpet / Vynil,Vacuum Time Tool Cavity B,7,1278,72.0,71.0,75.0,73.0,1.54,0.262,0.262,0.07397477638685727,0.0493,0.0804,True,False,0.0
8,Burnt Carpet / Vynil,BT Circuit 1 Temp,7,1278,24.0,23.0,25.0,24.0,-0.59,0.094,-0.094,0.5414059727282649,0.0119,0.0282,True,False,0.0
8,Burnt Carpet / Vynil,BT Circuit 2 Temp,7,1278,0.0,0.0,826.0,0.0,-49.9,0.12,-0.12,0.35900963417547954,0.0271,1.623,True,False,0.0
8,Burnt Carpet / Vynil,TTF Circuit 1 Temp,7,1278,34.0,28.0,37.0,35.0,0.79,0.139,0.139,0.8642971254392688,0.0463,0.0902,True,False,0.0
8,Burnt Carpet / Vynil,Graining Vacuum TTF Cavity 1,7,1278,86.0,85.0,87.0,86.0,-0.35,0.218,-0.218,0.36033463046116365,0.0073,0.008,False,False,0.0
8,Burnt Carpet / Vynil,Graining Vacuum TTF Cavity 2,7,1278,87.0,86.0,88.0,87.0,-0.07,0.053,-0.053,0.8967134781005494,0.0211,0.0088,False,False,0.0
8,Burnt Carpet / Vynil,Machine Cycle Time,7,1278,748.0,677.0,9999.0,730.0,-52.68,0.221,-0.221,3.783016102994692e-24,0.0573,1.6671,True,True,2.4246
8,Burnt Carpet / Vynil,Capacity THT,7,1278,70.0,65.0,73.0,70.0,0.82,0.091,0.091,0.6907295260536707,0.0276,0.0684,True,False,0.0
8,Burnt Carpet / Vynil,Capacity BHT,7,1278,60.0,55.0,70.0,65.0,1.24,0.078,0.078,0.7443200716384558,0.0347,0.0912,True,False,0.0
8,Burnt Carpet / Vynil,Time Feed to Vacuum 1,7,1278,70.0,47.0,71.0,70.0,-0.77,0.064,0.064,0.9007490601432505,0.0292,0.1425,True,False,0.0
8,Burnt Carpet / Vynil,Pyro Clean,7,1278,702.0,520.0,920.15,620.0,-8.55,0.284,-0.284,0.23394190999870523,0.0975,0.1784,True,False,0.0
8,Burnt Carpet / Vynil,Pos Vinyl N Length,7,1278,0.0,0.0,221.0,0.0,-52.18,0.146,-0.146,0.3180964104908003,0.006,1.4904,True,False,0.0
8,Burnt Carpet / Vynil,Pos Vinyl N Width,7,1278,0.0,0.0,295.0,0.0,-53.2,0.168,-0.168,0.3001063483732646,0.0076,1.4897,True,False,0.0
8,Burnt Carpet / Vynil,Pos Vinyl S Length,7,1278,279.0,0.0,286.0,282.0,24.41,0.165,0.165,0.47696680162724686,0.0642,0.8457,True,False,0.0
8,Burnt Carpet / Vynil,Pos Vinyl S Width,7,1278,3.0,0.0,20.0,15.0,68.11,0.367,0.367,0.17886286922476555,0.1096,1.2121,True,False,0.0
8,Burnt Carpet / Vynil,Glue Temp,7,1278,156.0,154.0,158.0,154.0,-0.58,0.368,-0.368,0.13225276486906315,0.0586,0.0089,False,False,0.0
8,Burnt Carpet / Vynil,Temp Z1,7,1278,155.0,128.0,180.0,163.0,0.56,0.047,0.047,0.9151151387728352,0.0573,0.1054,True,False,0.0
8,Burnt Carpet / Vynil,Temp Z2,7,1278,150.0,123.85,173.0,154.0,0.17,0.029,0.029,0.9713245343058129,0.0629,0.1047,True,False,0.0
8,Burnt Carpet / Vynil,Temp Z3,7,1278,144.0,119.0,164.0,149.0,-0.24,0.008,0.008,0.9546647226825181,0.0515,0.0996,True,False,0.0
